Match_Status,RefId,LocalDate,paymentMethod1,Item_SubTotal,Order_SubTotal,SubTotal_Difference,Item_Discount,Order_Discount,Discount_Difference,Item_Total,Order_Total,Total_Difference,Item_Tax,Order_Tax,Tax_Difference,Is_Anomaly
❌ Anomaly,13944470-0a43-4b05-a704-ea9d1c014b99,2026-03-10,GoFood - Delivery,83000.0,83000.0,0.0,24000.0,24000.0,0.0,43144.14,59000.0,-15855.86,7927.93,7927.93,0.0,true
❌ Anomaly,16104696-6c96-4dde-9e6b-ad7a0cafd3c5,2026-03-10,Shopeepay (Eksternal QRIS),22000.0,22000.0,0.0,0.0,0.0,0.0,18000.0,22000.0,-4000.0,2000.0,2000.0,0.0,true
❌ Anomaly,17df60e8-f398-4b5d-b200-cc05ede26567,2026-03-10,BCA,68363.64,68363.64,0.0,0.0,26363.64,-26363.64,60727.27,42000.0,18727.27,3818.18,3818.18,0.0,true
❌ Anomaly,1a3303bd-d183-4c2a-a4df-c591c3aaa572,2026-03-10,GrabFood - Delivery,257700.0,257700.0,0.0,0.0,0.0,0.0,210848.0,257700.0,-46852.0,23426.0,23426.0,0.0,true
❌ Anomaly,1c24bbbc-9491-417d-996c-abe0c09fe666,2026-03-10,GoFood - Delivery,92000.0,92000.0,0.0,0.0,0.0,0.0,74360.36,92000.0,-17639.64,8819.82,8819.82,0.0,true
❌ Anomaly,1dbc5aa6-ab4d-40f2-9337-8243ce49260e,2026-03-10,Shopeepay (Eksternal QRIS),58000.0,58000.0,0.0,0.0,0.0,0.0,47454.55,58000.0,-10545.45,5272.73,5272.73,0.0,true
❌ Anomaly,1e2663e9-b5e3-4120-856c-4edac766830e,2026-03-10,Shopeepay (Eksternal QRIS),27263.64,27263.64,0.0,19100.0,17363.64,1736.36,6363.64,9900.0,-3536.36,900.0,900.0,0.0,true
❌ Anomaly,1fabe27b-5d70-4cf2-8664-310b10b7192b,2026-03-10,BCA,90000.0,90000.0,0.0,0.0,0.0,0.0,73636.36,90000.0,-16363.64,8181.82,8181.82,0.0,true
❌ Anomaly,20f61114-0037-48dd-9deb-1ad68f4b920d,2026-03-10,Shopeepay (Eksternal QRIS),27263.64,27263.64,0.0,19100.0,17363.64,1736.36,6363.64,9900.0,-3536.36,900.0,900.0,0.0,true
❌ Anomaly,210c8770-4bd9-4e13-99fb-29788c8d642b,2026-03-10,BRI,41000.0,41000.0,0.0,0.0,0.0,0.0,33545.45,41000.0,-7454.55,3727.27,3727.27,0.0,true
❌ Anomaly,25d6a9a1-56a9-499a-9e84-f331e2a7a40a,2026-03-10,GoFood - Delivery,,45000.0,-45000.0,,0.0,0.0,,45000.0,-45000.0,,4162.16,-4162.16,true
❌ Anomaly,29f60e45-004f-4626-a786-32e2d8f990f2,2026-03-10,Shopeepay (Eksternal QRIS),32000.0,32000.0,0.0,0.0,0.0,0.0,26181.82,32000.0,-5818.18,2909.09,2909.09,0.0,true
❌ Anomaly,2a38786e-5645-445f-8f06-01d5aa3cc4af,2026-03-10,GoFood - Delivery,66000.0,66000.0,0.0,0.0,0.0,0.0,53513.51,66000.0,-12486.49,6243.24,6243.24,0.0,true
❌ Anomaly,2a9d7fab-4403-4387-9848-728047dfbe38,2026-03-10,GoFood,114000.0,114000.0,0.0,0.0,0.0,0.0,93272.73,114000.0,-20727.27,10363.64,10363.64,0.0,true
❌ Anomaly,2d4670a0-387f-4a00-9c0b-4b92f2a407e9,2026-03-10,BCA,88000.0,88000.0,0.0,0.0,0.0,0.0,72000.0,88000.0,-16000.0,8000.0,8000.0,0.0,true
❌ Anomaly,32ea95c7-633b-4b95-ad30-2347a6c3a959,2026-03-10,GoFood - Delivery,93000.0,93000.0,0.0,18000.0,18000.0,0.0,57162.16,75000.0,-17837.84,8918.92,8918.92,0.0,true
❌ Anomaly,38e0fdf2-7c1c-41d5-8b3f-ad6452dde6f8,2026-03-10,GoFood - Delivery,40000.0,40000.0,0.0,0.0,0.0,0.0,32666.67,40000.0,-7333.33,3666.67,3666.67,0.0,true
❌ Anomaly,38ef0005-27ab-44cb-b9de-009e0fcce555,2026-03-10,GoFood - Delivery,97000.0,97000.0,0.0,0.0,0.0,0.0,78369.37,97000.0,-18630.63,9315.32,9315.32,0.0,true
❌ Anomaly,3b113ba3-2a90-4438-9e36-efe15cb69080,2026-03-10,GoFood - Delivery,71000.0,71000.0,0.0,0.0,0.0,0.0,57522.52,71000.0,-13477.48,6738.74,6738.74,0.0,true
❌ Anomaly,437515d1-20f7-4782-898b-f8d8e1aaa6ef,2026-03-10,GoFood - Delivery,109000.0,109000.0,0.0,0.0,0.0,0.0,88387.39,109000.0,-20612.61,10306.31,10306.31,0.0,true
❌ Anomaly,45e4181e-7762-4d3b-a898-46bd22a7ef5f,2026-03-10,GoFood - Delivery,45000.0,45000.0,0.0,0.0,0.0,0.0,36675.68,45000.0,-8324.32,4162.16,4162.16,0.0,true
❌ Anomaly,4a18f3f3-776d-46b3-bf23-87f8eed59b9c,2026-03-10,ShopeeFood,64000.0,64000.0,0.0,0.0,0.0,0.0,52363.64,64000.0,-11636.36,5818.18,5818.18,0.0,true
❌ Anomaly,4e5c8a46-9697-4c4d-9d00-2e005bb7df54,2026-03-10,GoFood - Delivery,45000.0,45000.0,0.0,0.0,0.0,0.0,36675.68,45000.0,-8324.32,4162.16,4162.16,0.0,true
❌ Anomaly,61ef8d46-1a65-46b8-9ccd-61d9d5b6940d,2026-03-10,Shopeepay (Eksternal QRIS),83000.0,83000.0,0.0,0.0,0.0,0.0,67909.09,83000.0,-15090.91,7545.45,7545.45,0.0,true
❌ Anomaly,6c616db6-7e99-4500-81fd-0c98fc520df3,2026-03-10,GoFood - Delivery,45000.0,45000.0,0.0,0.0,0.0,0.0,36675.68,45000.0,-8324.32,4162.16,4162.16,0.0,true
❌ Anomaly,6e95589e-d67f-404b-81cd-c1d2baecca30,2026-03-10,Shopeepay (Eksternal QRIS),64909.09,64909.09,0.0,0.0,909.09,-909.09,53272.73,64000.0,-10727.27,5818.18,5818.18,0.0,true
❌ Anomaly,6fdd1712-97ab-43be-9517-f8525b15d8ea,2026-03-10,GoFood - Delivery,85000.0,85000.0,0.0,0.0,0.0,0.0,68747.75,85000.0,-16252.25,8126.13,8126.13,0.0,true
❌ Anomaly,793602c0-9b16-42a0-8c3b-e479b9620417,2026-03-10,GoFood - Delivery,87000.0,87000.0,0.0,25200.0,25200.0,0.0,45151.35,61800.0,-16648.65,8324.32,8324.32,0.0,true
❌ Anomaly,8d03a644-ee72-4737-8cec-43c6587aba76,2026-03-10,GrabFood - Delivery,159001.0,159001.0,0.0,0.0,0.0,0.0,130087.0,159001.0,-28914.0,14457.0,14457.0,0.0,true
❌ Anomaly,8fed988a-b95c-43e6-acec-4519c9c7299b,2026-03-10,GoFood - Delivery,337000.0,337000.0,0.0,40000.0,40000.0,0.0,232189.19,297000.0,-64810.81,32405.41,32405.41,0.0,true
❌ Anomaly,90ae0b43-442f-4b1d-8ade-7ff43bac0371,2026-03-10,GoFood - Delivery,113000.0,113000.0,0.0,32400.0,32400.0,0.0,59194.59,80600.0,-21405.41,10702.7,10702.7,0.0,true
❌ Anomaly,948d9b5e-a86e-4f82-a389-06be03af84f8,2026-03-10,Shopeepay (Eksternal QRIS),34000.0,34000.0,0.0,0.0,0.0,0.0,27818.18,34000.0,-6181.82,3090.91,3090.91,0.0,true
